Ticker,Name,,Symbol
THS,Tharisa,.L,THS.L
BVC,BATM Advanced Communications Ltd,.L,BVC.L
HEAD,Headlam Group,.L,HEAD.L
LWI,Lowland Investment Co,.L,LWI.L
FEET,Fundsmith Emerging Equities Trust,.L,FEET.L
RECI,Real Estate Credit Investment PCC Ltd,.L,RECI.L
AVON,Avon Protection,.L,AVON.L
LABS,Life Science Reit,.L,LABS.L
TAM,Tatton Asset Management,.L,TAM.L
ENQ,EnQuest,.L,ENQ.L
HEFT,Henderson European Focus Trust,.L,HEFT.L
EKF,EKF Diagnostics Holdings,.L,EKF.L
AERS,Aquila European Renewables Income Fund,.L,AERS.L
KGH,Knights Group Holdings,.L,KGH.L
RPS,RPS Group,.L,RPS.L
ACSO,Accesso Technology Group,.L,ACSO.L
AXS,Accsys Technologies,.L,AXS.L
PAF,Pan African Resources,.L,PAF.L
ADT1,Adriatic Metals,.L,ADT1.L
ABD,Aberdeen New Dawn Investment Trust,.L,ABD.L
GHE,Gresham House,.L,GHE.L
KIST,Kistos,.L,KIST.L
ELIX,Elixirr International,.L,ELIX.L
SUS,S & U,.L,SUS.L
ACIC,Abrdn China Investment Company Ltd,.L,ACIC.L
PRV,Porvair,.L,PRV.L
APTD,Aptitude Software Group,.L,APTD.L
FAS,Fidelity Asian Values,.L,FAS.L
HINT,Henderson International Income Trust,.L,HINT.L
DVO,Devro,.L,DVO.L
GSEO,VH Global Sustainable Energy Opportunities,.L,GSEO.L
HONY,Honeycomb Investment Trust,.L,HONY.L
SDY,Speedy Hire,.L,SDY.L
OCN,Ocean Wilson Holdings,.L,OCN.L
FRP,FRP Advisory Group,.L,FRP.L
TMIP,Taylor Maritime Investments Ltd,.L,TMIP.L
SLI,Standard Life Investments Property Inc Trust Ltd,.L,SLI.L
LSC,London Security,.L,LSC.L
AVCT,Avacta Group,.L,AVCT.L
BIPS,Invesco Bond Income Plus Ltd,.L,BIPS.L
JMF,JPMorgan Mid Cap Investment Trust,.L,JMF.L
HNE,Henderson EuroTrust,.L,HNE.L
PMI,Premier Miton Group,.L,PMI.L
PDG,Pendragon,.L,PDG.L
JMI,JPMorgan Smaller Companies Investment Trust,.L,JMI.L
BGLP,Blackstone Loan Financing Ltd,.L,BGLP.L
ADIG,Aberdeen Diversified Income & Growth Trust,.L,ADIG.L
PPS,Proton Motor Power Systems,.L,PPS.L
MMH,Marshall Motor Holdings,.L,MMH.L
GHH,Gooch & Housego,.L,GHH.L
IDOX,IDOX,.L,IDOX.L
SST,Scottish Oriental Smaller Companies Trust,.L,SST.L
JUSC,JPMorgan US Smaller Companies IT,.L,JUSC.L
IBT,International Biotechnology Trust,.L,IBT.L
SOM,Somero Enterprises Inc,.L,SOM.L
MOTR,Motorpoint Group,.L,MOTR.L
DLAR,De La Rue,.L,DLAR.L
CGEO,Georgia Capital,.L,CGEO.L
JRS,JPMorgan Russian Securities,.L,JRS.L
FJV,Fidelity Japan Trust,.L,FJV.L
BMY,Bloomsbury Publishing,.L,BMY.L
SSIT,Seraphim Space Investment Trust,.L,SSIT.L
BRCK,Brickability Group,.L,BRCK.L
IIT,Independent Investment Trust,.L,IIT.L
DTY,Dignity,.L,DTY.L
LOK,Lok'nStore Group,.L,LOK.L
SUPP,Schroder UK Public Private Trust,.L,SUPP.L
GOG,Go-Ahead Group,.L,GOG.L
XPS,XPS Pensions Group,.L,XPS.L
IKA,Ilika,.L,IKA.L
LGRS,Loungers,.L,LGRS.L
PBEE,Pensionbee Group,.L,PBEE.L
TRCS,Tracsis,.L,TRCS.L
LINV,Lendinvest,.L,LINV.L
APF,Anglo Pacific Group,.L,APF.L
NCYT,Novacyt SA,.L,NCYT.L
IPF,International Personal Finance,.L,IPF.L
AUGM,Augmentum Fintech,.L,AUGM.L
SUP,Supreme,.L,SUP.L
AGL,Angle,.L,AGL.L
RCDO,Ricardo,.L,RCDO.L
GTLY,Gateley (Holdings),.L,GTLY.L
MTU,Montanaro UK Smaller Companies Inv Tr,.L,MTU.L
MNZS,Menzies (John),.L,MNZS.L
IQE,IQE,.L,IQE.L
SRAD,Stelrad Group,.L,SRAD.L
NRR,NewRiver REIT,.L,NRR.L
FSTA,Fuller Smith & Turner,.L,FSTA.L
HYVE,Hyve Group,.L,HYVE.L
AEP,Anglo-Eastern Plantations,.L,AEP.L
ECEL,Eurocell,.L,ECEL.L
CREO,Creo Medical Group,.L,CREO.L
CAY,Charles Stanley Group,.L,CAY.L
HTG,Hunting,.L,HTG.L
CER,Cerillion,.L,CER.L
SJG,Schroder Japan Growth Fund,.L,SJG.L
RTWG,RTW Venture Fund Ltd,.L,RTWG.L
BCN,Bacanora Lithium,.L,BCN.L
RSE,Riverstone Energy Ltd,.L,RSE.L
SREI,Schroder Real Estate Investment Trust Ltd,.L,SREI.L
LTI,Lindsell Train Investment Trust,.L,LTI.L
RIV,River And Mercantile Group,.L,RIV.L
JSGI,Jpmorgan Japan Small Cap Growth & Income,.L,JSGI.L
TIGT,Troy Income & Growth Trust,.L,TIGT.L
VSL,VPC Specialty Lending Investments,.L,VSL.L
NCYF,CQS New City High Yield Fund Ltd,.L,NCYF.L
NXR,Norcros,.L,NXR.L
LTHM,Latham (James),.L,LTHM.L
CLIG,City of London Investment Group,.L,CLIG.L
KEYS,Keystone Law Group,.L,KEYS.L
LOOK,Lookers,.L,LOOK.L
K3C,K3 Capital Group,.L,K3C.L
BRFI,Blackrock Frontiers Investment Trust,.L,BRFI.L
AMAT,Amati AIM VCT,.L,AMAT.L
SCP,Schroder UK Mid Cap Fund,.L,SCP.L
GDWN,Goodwin,.L,GDWN.L
OIG,Oryx International Growth Fund Ltd,.L,OIG.L
PEEL,Peel Hunt Ltd,.L,PEEL.L
VTU,Vertu Motors,.L,VTU.L
IGR,IG Design Group,.L,IGR.L
WAND,WANdisco,.L,WAND.L
SLP,Sylvania Platinum Ltd,.L,SLP.L
HZM,Horizonte Minerals,.L,HZM.L
STB,Secure Trust Bank,.L,STB.L
OAP3,Octopus Apollo VCT 3,.L,OAP3.L
BMD,Baronsmead Second Venture Trust,.L,BMD.L
HHV,Hargreave Hale AIM VCT 1,.L,HHV.L
WATR,Water Intelligence,.L,WATR.L
REDX,Redx Pharma Ltd,.L,REDX.L
MCON,Mincon Group,.L,MCON.L
BGCG,Baillie Gifford China Growth Trust,.L,BGCG.L
IAT,Invesco Asia Trust,.L,IAT.L
FNTL,Fintel,.L,FNTL.L
SDRY,Superdry,.L,SDRY.L
SAAS,Microlise Group,.L,SAAS.L
MNL,Manchester & London Investment Trust,.L,MNL.L
STS,Securities Trust of Scotland,.L,STS.L
PHTM,Photo-Me International,.L,PHTM.L
ETX,e-Therapeutics,.L,ETX.L
PRE,Pensana Rare Earths,.L,PRE.L
88E,88 Energy Ltd,.L,88E.L
HHI,Henderson High Income Trust,.L,HHI.L
BVT,Baronsmead Venture Trust,.L,BVT.L
NBMI,NB Global Monthly Income Fund Ltd,.L,NBMI.L
PEBB,The Pebble Group,.L,PEBB.L
GTE,Gran Tierra Energy Inc,.L,GTE.L
CHRT,Cohort,.L,CHRT.L
BOOM,AudioBoom Group,.L,BOOM.L
IPEL,Impellam Group,.L,IPEL.L
PTAL,PetroTal Corp,.L,PTAL.L
TRI,Trifast,.L,TRI.L
SED,Saietta Group,.L,SED.L
TPX,TPXimpact Holdings,.L,TPX.L
TRB,Tribal Group,.L,TRB.L
TSTL,Tristel,.L,TSTL.L
MER,Mears Group,.L,MER.L
MACF,Macfarlane Group,.L,MACF.L
AGY,Allergy Therapeutics,.L,AGY.L
BREI,BMO Real Estate Investment Ltd,.L,BREI.L
SFR,Severfield,.L,SFR.L
UTL,UIL Ltd,.L,UTL.L
RSG,Resolute Mining Ltd,.L,RSG.L
HEIT,Harmony Energy Income Trust,.L,HEIT.L
MCKS,McKay Securities,.L,MCKS.L
SCF,Schroder Income Growth Fund,.L,SCF.L
IPU,Invesco Perpetual UK Smaller Companies Investment Trust,.L,IPU.L
GFRD,Galliford Try Holdings,.L,GFRD.L
ANCR,Animalcare Group,.L,ANCR.L
SAG,Science Group,.L,SAG.L
SAA,M&C Saatchi,.L,SAA.L
ASY,Andrews Sykes Group,.L,ASY.L
CCJI,CC Japan Income & Growth Trust,.L,CCJI.L
CARD,Card Factory,.L,CARD.L
BEG,Begbies Traynor Group,.L,BEG.L
RIII,Rights and Issues Inv Trust,.L,RIII.L
EGL,Ecofin Global Utilities And Infrustructure Trust,.L,EGL.L
AIE,Ashoka India Equity Investment Trust,.L,AIE.L
JARA,JPMorgan Global Core Real Assets Ltd,.L,JARA.L
ZTF,Zotefoams,.L,ZTF.L
SEC,Strategic Equity Capital,.L,SEC.L
BWNG,Brown (N) Group,.L,BWNG.L
MGP,Medica Group,.L,MGP.L
BSE,Base Resources Ltd,.L,BSE.L
INS,Instem Life Science Systems,.L,INS.L
TMO,Time Out Group,.L,TMO.L
ANIC,Agronomics Ltd,.L,ANIC.L
MUL,Mulberry Group,.L,MUL.L
LORD,Lords Group Trading,.L,LORD.L
CHH,Churchill China,.L,CHH.L
CGL,Castelnau Group Ltd,.L,CGL.L
KPC,Keystone Positive Change Investment Trust,.L,KPC.L
RCN,Redcentric,.L,RCN.L
TXP,Touchstone Exploration Inc,.L,TXP.L
CCRD,Cordiant Digital Infrastructure Ltd,.L,CCRD.L
TED,Ted Baker,.L,TED.L
WIL,Wilmington,.L,WIL.L
SDI,SDI Group,.L,SDI.L
VTAS,Volta Finance Ltd,.L,VTAS.L
CAM,Camellia,.L,CAM.L
RAV,Raven Property Group Ltd,.L,RAV.L
ACC,Access Intelligence,.L,ACC.L
RESI,Residential Secure Income,.L,RESI.L
QTX,Quartix Holdings,.L,QTX.L
IOG,IOG,.L,IOG.L
PUR,Pure Gold Mining Inc,.L,PUR.L
FSJ,Fisher (James) & Sons,.L,FSJ.L
SMIF,TwentyFour Select Monthly Income Fund Ltd,.L,SMIF.L
SLE,San Leon Energy,.L,SLE.L
UPGS,UP Global Sourcing Holdings,.L,UPGS.L
,FTSE Small Cap entry level = 182.8,.L,.L
IOM,Iomart Group,.L,IOM.L
DEV,Dev Clever Holdings,.L,DEV.L
MMAG,Musicmagpie,.L,MMAG.L
CBP,Curtis Banks Group,.L,CBP.L
EPIC,Ediston Property Investment Co,.L,EPIC.L
AEWU,AEW UK REIT,.L,AEWU.L
WKOF,Weiss Korea Opportunity Fund Ltd,.L,WKOF.L
INSE,Inspired Energy,.L,INSE.L
ARR,Aurora Investment Trust,.L,ARR.L
BVXP,Bioventix,.L,BVXP.L
BOOK,Literacy Capital,.L,BOOK.L
BASC,Brown Advisory US Smaller Companies,.L,BASC.L
TEG,Ten Entertainment Group,.L,TEG.L
EYE,Eagle Eye,.L,EYE.L
PHE,Powerhouse Energy Group,.L,PHE.L
AQX,Aquis Exchange,.L,AQX.L
CIR,Circassia Group,.L,CIR.L
WNWD,Windward Ltd,.L,WNWD.L
ASEI,Aberdeen Standard Equity Income Trust,.L,ASEI.L
BLTG,Blancco Technology Group,.L,BLTG.L
SAR,Sareum Holdings,.L,SAR.L
GR1T,Grit Real Estate Income Group Ltd,.L,GR1T.L
AVO,Advanced Oncotherapy,.L,AVO.L
GFM,Griffin Mining Ltd,.L,GFM.L
ESYS,Essensys,.L,ESYS.L
FNX,Fonix Mobile,.L,FNX.L
REC,Record,.L,REC.L
DX.,DX Group,.L,DX..L
GELN,Gelion,.L,GELN.L
MTEC,Made Tech Group,.L,MTEC.L
MMIT,Mobius Investment Trust,.L,MMIT.L
MTRO,Metro Bank,.L,MTRO.L
ROOF,Atrato Onsite Energy,.L,ROOF.L
PEMB,Pembroke VCT B,.L,PEMB.L
SCLP,Scancell Holdings,.L,SCLP.L
PROC,Procook Group,.L,PROC.L
BRSA,BlackRock Sustainable American Income Trust,.L,BRSA.L
CAPD,Capital Ltd,.L,CAPD.L
ORPH,Open Orphan,.L,ORPH.L
AJOT,AVI Japan Opportunity Trust,.L,AJOT.L
GEM,Gemfields Group Ltd,.L,GEM.L
STVG,STV Group,.L,STVG.L
RM.,RM,.L,RM..L
FTV,Foresight VCT,.L,FTV.L
JOUL,Joules Group,.L,JOUL.L
MERC,Mercia Asset Management,.L,MERC.L
TGL,TransGlobe Energy Corp,.L,TGL.L
HDIV,Henderson Diversified Income Trust,.L,HDIV.L
CGS,Castings,.L,CGS.L
OIT,Odyssean Investment Trust,.L,OIT.L
ANX,Anexo Group,.L,ANX.L
SUR,Sureserve Group,.L,SUR.L
ARIX,Arix Bioscience,.L,ARIX.L
EPWN,Epwin Group,.L,EPWN.L
ECK,Eckoh,.L,ECK.L
PPHC,Public Policy Holding Company Inc,.L,PPHC.L
ASIT,Aberforth Split Level Income Trust,.L,ASIT.L
NAVF,Nippon Active Value Fund,.L,NAVF.L
I3E,i3 Energy,.L,I3E.L
G4M,Gear4music (Holdings),.L,G4M.L
DUKE,Duke Royalty Ltd,.L,DUKE.L
SPR,Springfield Properties,.L,SPR.L
CCPG,CVC Credit Partners European Opportunities Ltd,.L,CCPG.L
PGOO,ProVen Growth & Income VCT,.L,PGOO.L
FWD,Forward Partners Group,.L,FWD.L
LAM,Lamprell,.L,LAM.L
BGO,Bango,.L,BGO.L
MORE,Hostmore,.L,MORE.L
ALL,Atlantic Lithium Ltd,.L,ALL.L
COST,Costain Group,.L,COST.L
OMG,Oxford Metrics,.L,OMG.L
CARR,Carr's Group,.L,CARR.L
SERE,Schroder European Real Estate Investment Trust Ltd,.L,SERE.L
FARN,Faron Pharmaceuticals OY,.L,FARN.L
CBOX,Cake Box Holdings,.L,CBOX.L
GHT,Gresham Technologies,.L,GHT.L
ANP,Anpario,.L,ANP.L
STU,Studio Retail Group,.L,STU.L
MIND,Mind Gym,.L,MIND.L
MGCI,M&G Credit Income Investment Trust,.L,MGCI.L
DORE,Downing Renewables & Infrastructure Trust,.L,DORE.L
FRAN,Franchise Brands,.L,FRAN.L
ASAI,ASA International Group,.L,ASAI.L
XAR,Xaar,.L,XAR.L
ATS,Artemis Alpha Trust,.L,ATS.L
AT.,Ashtead Technology Holdings,.L,AT..L
ADVT,AdvancedAdvT Ltd,.L,ADVT.L
PDL,Petra Diamonds Ltd,.L,PDL.L
PGHZ,PCGH ZDP,.L,PGHZ.L
EGY,VAALCO Energy Inc,.L,EGY.L
AVG,Avingtrans,.L,AVG.L
D4T4,D4t4 Solutions,.L,D4T4.L
ESKN,Esken Ltd,.L,ESKN.L
CGH,Chaarat Gold Holdings Ltd,.L,CGH.L
PVN,ProVen VCT,.L,PVN.L
AFRN,Aferian,.L,AFRN.L
CCT,Character Group,.L,CCT.L
IGC,India Capital Growth Fund Ltd,.L,IGC.L
TPT,Topps Tiles,.L,TPT.L
BRLA,BlackRock Latin American Investment Trust,.L,BRLA.L
SENS,Sensyne Health,.L,SENS.L
SVML,Sovereign Metals Ltd,.L,SVML.L
HSP,Hargreaves Services,.L,HSP.L
FIF,Finsbury Food Group,.L,FIF.L
ASTO,AssetCo,.L,ASTO.L
FOXT,Foxtons Group,.L,FOXT.L
AAZ,Anglo Asian Mining,.L,AAZ.L
HGEN,Hydrogenone Capital Growth,.L,HGEN.L
BELL,Belluscura,.L,BELL.L
DPEU,DP Eurasia NV,.L,DPEU.L
MRK,Marks Electrical Group,.L,MRK.L
BMN,Bushveld Minerals Ltd,.L,BMN.L
MCT,Middlefield Canadian Income Trusts Investment Company PCC,.L,MCT.L
CRPR,Cropper (James),.L,CRPR.L
FSF,Foresight Sustainable Forestry Company,.L,FSF.L
DNM,Dianomi,.L,DNM.L
ARBB,Arbuthnot Banking Group,.L,ARBB.L
OSEC,Octopus AIM VCT 2,.L,OSEC.L
PGR,Phoenix Global Resources,.L,PGR.L
BPM,BP Marsh & Partners,.L,BPM.L
INL,Inland Homes,.L,INL.L
SBI,Sourcebio International,.L,SBI.L
MBH,Michelmersh Brick Holdings,.L,MBH.L
PCA,Palace Capital,.L,PCA.L
MAJE,Majedie Investments,.L,MAJE.L
CMO,CMO Group,.L,CMO.L
JIM,Jarvis Securities,.L,JIM.L
ONC,Oncimmune Holdings,.L,ONC.L
AOM,ActiveOps,.L,AOM.L
W7L,Warpaint London,.L,W7L.L
EMH,European Metals Holdings Ltd,.L,EMH.L
LIT,Litigation Capital Management Ltd,.L,LIT.L
SDG,Sanderson Design Group,.L,SDG.L
BSV,British Smaller Companies VCT,.L,BSV.L
FTF,Foresight 4 VCT,.L,FTF.L
WYN,Wynnstay Group,.L,WYN.L
QXT,Quixant,.L,QXT.L
POLX,Polarean Imaging,.L,POLX.L
HAN+HANA,Hansa Investment Company Ltd,.L,HAN+HANA.L
EMAN,Everyman Media Group,.L,EMAN.L
BERI,BlackRock Energy and Resources Income Trust,.L,BERI.L
FUL,The Fulham Shore,.L,FUL.L
VINO,Virgin Wines UK,.L,VINO.L
SOLI,Solid State,.L,SOLI.L
EQLS,Equals Group,.L,EQLS.L
HAT,H&T Group,.L,HAT.L
HUW,Helios Underwriting,.L,HUW.L
FUM,Futura Medical,.L,FUM.L
KOO,Kooth,.L,KOO.L
BEN,Bens Creek Group,.L,BEN.L
BIRD,Blackbird,.L,BIRD.L
RMII,RM Infrastructure Income,.L,RMII.L
TUN,Tungsten West,.L,TUN.L
ESO,EPE Special Opportunities Ltd,.L,ESO.L
PHAR,Pharos Energy,.L,PHAR.L
AREC,Arecor Therapeutics,.L,AREC.L
HEIQ,Heiq,.L,HEIQ.L
IGV,Income and Growth VCT,.L,IGV.L
NVT,Northern Venture Trust,.L,NVT.L
NTN,Northern 3 VCT,.L,NTN.L
HOT,Henderson Opportunities Trust,.L,HOT.L
ENW,Enwell Energy,.L,ENW.L
ZOO,Zoo Digital Group,.L,ZOO.L
MTC,Mothercare,.L,MTC.L
MANO,Manolete Partners,.L,MANO.L
EAH,Eco Animal Health Group,.L,EAH.L
RBGP,RBG Holdings,.L,RBGP.L
NTV,Northern 2 VCT,.L,NTV.L
OBI,Ondine Biomedical Inc,.L,OBI.L
ACRL,Accrol Group Holdings,.L,ACRL.L
DDV1,Downing One VCT,.L,DDV1.L
CMCL,Caledonia Mining Corp,.L,CMCL.L
STAF,Staffline Group,.L,STAF.L
IES,Invinity Energy Systems,.L,IES.L
EPG,EP Global Opportunities Trust,.L,EPG.L
BUMP,Seraphine Group,.L,BUMP.L
CPC,City Pub Group,.L,CPC.L
NWF,NWF Group,.L,NWF.L
AGFX,Argentex Group,.L,AGFX.L
CLX,Calnex Solutions,.L,CLX.L
CASP,Caspian Sunrise,.L,CASP.L
DIA,Dialight,.L,DIA.L
SCE,Surface Transforms,.L,SCE.L
NET,Netcall,.L,NET.L
CYN,CQS Natural Resources Growth & Income,.L,CYN.L
VNH,Vietnam Holding Ltd,.L,VNH.L
MCB,McBride,.L,MCB.L
HSS,HSS Hire Group,.L,HSS.L
MPAC,Mpac Group,.L,MPAC.L
NSI,New Star Investment Trust,.L,NSI.L
EQT,EQTEC,.L,EQT.L
PGH,Personal Group Holdings,.L,PGH.L
VLS,Velocys,.L,VLS.L
ARTL,Alpha Real Trust Ltd,.L,ARTL.L
VIP,Value & Indexed Property Income Trust,.L,VIP.L
TEEC,Triple Point Energy Efficiency Infrastructure Company,.L,TEEC.L
AATG,Albion Technology & General VCT,.L,AATG.L
NEXS,Nexus Infrastructure,.L,NEXS.L
MIGO,Migo Opportunities Trust,.L,MIGO.L
XLM,XLMedia,.L,XLM.L
STX,Shield Therapeutics,.L,STX.L
TPFG,Property Franchise Group,.L,TPFG.L
BKS,Beeks Financial Cloud Group,.L,BKS.L
KITW,Kitwave Group,.L,KITW.L
SPE,Sopheon,.L,SPE.L
LBOW,ICG-Longbow Senior Secured UK Property Debt Investments Ltd,.L,LBOW.L
STCM,Steppe Cement Ltd,.L,STCM.L
CIC,Conygar Investment Company,.L,CIC.L
CAL,Capital & Regional,.L,CAL.L
CCP,Celtic,.L,CCP.L
C4XD,C4X Discovery Holdings,.L,C4XD.L
DNL,Diurnal Group,.L,DNL.L
MINI,Miton UK Microcap Trust,.L,MINI.L
DDDD,4D Pharma,.L,DDDD.L
BLV,Belvoir Group,.L,BLV.L
AEET,Aquila Energy Efficiency Trust,.L,AEET.L
SNWS,Smiths News,.L,SNWS.L
MIX,Mobeus Income & Growth VCT,.L,MIX.L
CRS,Crystal Amber Fund Ltd,.L,CRS.L
DCTA,Directa Plus,.L,DCTA.L
FAR,Ferro-Alloys Resources Ltd,.L,FAR.L
KAY,Kings Arms Yard VCT,.L,KAY.L
AJIT,Aberdeen Japan Investment Trust,.L,AJIT.L
BEM,Beowulf Mining,.L,BEM.L
ETP,Eneraqua Technologies,.L,ETP.L
APTA,Aptamer Group,.L,APTA.L
BEMO,Baring Emerging EMEA Opportunities,.L,BEMO.L
YGEN,Yourgene Health,.L,YGEN.L
THX,Thor Explorations Ltd,.L,THX.L
SIS,Science In Sport Ltd,.L,SIS.L
GMR,Gaming Realms,.L,GMR.L
LIKE,Likewise Group,.L,LIKE.L
AAEV,Albion Enterprise VCT,.L,AAEV.L
AADV,Albion Development VCT,.L,AADV.L
JZCP,JZ Capital Partners Ltd,.L,JZCP.L
TRR,Trident Royalties,.L,TRR.L
ZPHR,Zephyr Energy,.L,ZPHR.L
LDG,Logistics Development Group,.L,LDG.L
MHN,Menhaden,.L,MHN.L
SBSI,Schroder Bsc Social Impact Trust,.L,SBSI.L
JAY,Bluejay Mining,.L,JAY.L
OTMP,OnTheMarket,.L,OTMP.L
RBW,Rainbow Rare Earths Ltd,.L,RBW.L
RMMC,River And Mercantile UK Micro Cap Investment Co Ltd,.L,RMMC.L
CBA,Ceiba Investments Ltd,.L,CBA.L
DFCH,Distribution Finance Capital Holdings,.L,DFCH.L
AXI,Axiom European Financial Debt Ltd,.L,AXI.L
SCS,SCS Group,.L,SCS.L
BMS,Braemar Shipping Services,.L,BMS.L
MATE,JPMorgan Multi-Asset Trust,.L,MATE.L
PMP,Portmeirion Group,.L,PMP.L
FEN,Frenkel Topping Group,.L,FEN.L
IHC,Inspiration Healthcare Group,.L,IHC.L
RAI,RA International Group,.L,RAI.L
DXRX,Diaceutics,.L,DXRX.L
ALU,Alumasc Group,.L,ALU.L
DNE,Dunedin Enterprise Investment Trust,.L,DNE.L
SHG,Shanta Gold Ltd,.L,SHG.L
DEVC,Draper Esprit VCT,.L,DEVC.L
FLO,Flowtech Fluidpower,.L,FLO.L
ASCI,Aberdeen Smaller Companies Income Trust,.L,ASCI.L
SHRS,Shires Income,.L,SHRS.L
CAU,Centaur Media,.L,CAU.L
BSC,British Smaller Companies VCT 2,.L,BSC.L
DWHA,Dewhurst,.L,DWHA.L
DWHT,Dewhurst,.L,DWHT.L
WBI,Woodbois Ltd,.L,WBI.L
CTA,CT Automotive Group,.L,CTA.L
HSW,Hostelworld Group,.L,HSW.L
SBO,Schroder British Opportunities Trust,.L,SBO.L
LIV,Livermore Investments Group Ltd,.L,LIV.L
KBT,K3 Business Technology Group,.L,KBT.L
BSRT,Baker Steel Resources Trust Ltd,.L,BSRT.L
MIRI,Mirriad Advertising,.L,MIRI.L
MIG4,Mobeus Income & Growth 4 VCT,.L,MIG4.L
GSP,Gensource Potash Corp,.L,GSP.L
TENG,Ten Lifestyle Group,.L,TENG.L
EJFI,EJF Investments Ltd,.L,EJFI.L
GPH,Global Ports Holding,.L,GPH.L
SYME,Supply@Me Capital,.L,SYME.L
MCL,Morses Club,.L,MCL.L
NWOR,National World,.L,NWOR.L
FIN,Finablr,.L,FIN.L
MAV4,Maven Income & Growth VCT4,.L,MAV4.L
BHI,BMO UK High Income Trust,.L,BHI.L
ELCO,Eleco,.L,ELCO.L
CUSN,Cornish Metals Inc,.L,CUSN.L
4BB,4basebio,.L,4BB.L
HUR,Hurricane Energy,.L,HUR.L
TRLS,Trellus Health,.L,TRLS.L
IQG,IQGEO Group,.L,IQG.L
PURP,Purplebricks Group,.L,PURP.L
TGR,Tirupati Graphite,.L,TGR.L
SAV,Savannah Resources,.L,SAV.L
TOWN,Town Centre Securities,.L,TOWN.L
VRCI,Verici Dx,.L,VRCI.L
JEL,Jersey Electricity Company Ltd,.L,JEL.L
RLE,Real Estate Investors,.L,RLE.L
MEX,Tortilla Mexican Grill,.L,MEX.L
CRWN,Crown Place VCT,.L,CRWN.L
SFE,SafeStyle UK Ltd,.L,SFE.L
MJH,MJ Hudson Group,.L,MJH.L
ALS,Altus Strategies,.L,ALS.L
JKX,JKX Oil & Gas,.L,JKX.L
GEMD,Gem Diamonds Ltd,.L,GEMD.L
OKYO,OKYO Pharma Corp,.L,OKYO.L
HRN,Hornby,.L,HRN.L
FOG,Falcon Oil & Gas Ltd,.L,FOG.L
KMK,Kromek Group,.L,KMK.L
RNO,Renold,.L,RNO.L
ART,The Artisanal Spirits Company,.L,ART.L
SPSY,Spectra Systems Corp,.L,SPSY.L
SPSC,Spectra Systems Corp,.L,SPSC.L
CTO,TClarke,.L,CTO.L
MWE,MTI Wireless Edge Ltd,.L,MWE.L
GRIO,Ground Rents Income Fund,.L,GRIO.L
CML,CML Microsystems,.L,CML.L
HSD,Hansard Global,.L,HSD.L
ARE,Arena Events Group,.L,ARE.L
EML,Emmerson,.L,EML.L
MVI,Marwyn Value Investors Ltd,.L,MVI.L
SBTX,SkinBioTherapeutics,.L,SBTX.L
XPD,Xpediator,.L,XPD.L
MKA,Mkango Resources Ltd,.L,MKA.L
SOS,Sosandar,.L,SOS.L
MIG5,Maven Income & Growth VCT 5,.L,MIG5.L
ATM,AfriTin Mining Ltd,.L,ATM.L
TRU,TruFin,.L,TRU.L
PXC,Phoenix Copper Ltd,.L,PXC.L
TLY,Totally,.L,TLY.L
DEST,Destiny Pharma,.L,DEST.L
ATQT,Attraqt Group Ltd,.L,ATQT.L
NBDG,NB Distressed Debt Investment Fund Ltd,.L,NBDG.L
CNS,Corero Network Security,.L,CNS.L
AEXG,Aex Gold Inc,.L,AEXG.L
SRT,SRT Marine Systems,.L,SRT.L
MAVT,Momentum Multi-Asset Value Trust,.L,MAVT.L
SMJ,J Smart & Co Contractors,.L,SMJ.L
TRIN,Trinity Exploration and Production,.L,TRIN.L
AVAP,Avation,.L,AVAP.L
VARE,Various Eateries,.L,VARE.L
CRC,Circle Property,.L,CRC.L
JEFI,Jupiter Emerging & Frontier Income Trust,.L,JEFI.L
CRL,Creightons,.L,CRL.L
AURA,Aura Energy Ltd,.L,AURA.L
MIG1,Maven Income & Growth VCT,.L,MIG1.L
SCRF,SME Credit Realisation Fund Ltd,.L,SCRF.L
HUM,Hummingbird Resources,.L,HUM.L
NANO,Nanoco Group,.L,NANO.L
GMS,Gulf Marine Services,.L,GMS.L
JGC,Jupiter Green Investment Trust,.L,JGC.L
AIRE,Alternative Income REIT,.L,AIRE.L
FCAP,finnCap Group,.L,FCAP.L
TMG,The Mission Group,.L,TMG.L
GCL,Geiger Counter Ltd,.L,GCL.L
VRS,Versarien,.L,VRS.L
RMM,Rambler Metals and Mining,.L,RMM.L
CNC,Concurrent Technologies,.L,CNC.L
CIN,City of London Group,.L,CIN.L
TSL,ThinkSmart Ltd,.L,TSL.L
AIR,Air Partner,.L,AIR.L
EXR,Engage Xr Holdings,.L,EXR.L
SHOE,Shoe Zone,.L,SHOE.L
BMPI,BMO Managed Portfolio Trust,.L,BMPI.L
RE.,R.E.A. Holdings,.L,RE..L
ADT,AdEPT Technology Group,.L,ADT.L
FIPP,Frontier IP Group,.L,FIPP.L
MXC,MGC Pharmaceuticals Ltd,.L,MXC.L
KWG,Kingswood Holdings Ltd,.L,KWG.L
BOTB,Best of the Best,.L,BOTB.L
CKT,Checkit,.L,CKT.L
ALM,Allied Minds,.L,ALM.L
GRL,GoldStone Resources Ltd,.L,GRL.L
CHAR,Chariot Oil & Gas Ltd,.L,CHAR.L
